ARRIVAL_DELAY,DISTANCE,SCHEDULED_TIME,MONTH,SCHED_DEP_HOUR,SCHED_ARR_HOUR,FLIGHT_COUNT,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT
72.0,956,172.0,4,16,18,60,4,PBI,IAH
131.0,369,93.0,6,17,18,172,1,BOS,BWI
4.0,347,65.0,9,14,17,196,1,PHX,ELP
-7.0,232,72.0,6,17,18,164,7,MSP,DSM
2.0,626,110.0,7,21,22,121,4,SLC,SAN
22.0,967,155.0,7,13,17,240,4,SFO,DEN
-19.0,946,170.0,5,15,17,581,2,ATL,BOS
-1.0,338,70.0,4,20,21,60,2,SNA,PHX
-9.0,444,88.0,5,13,15,21,4,CHS,DCA
-11.0,689,122.0,3,11,12,121,7,SLC,SEA
-17.0,259,72.0,7,21,23,581,7,ATL,CHS
162.0,1205,173.0,5,9,14,60,7,SNA,DFW
-16.0,432,99.0,9,8,10,37,7,IND,ATL
-16.0,821,136.0,9,13,16,33,4,OMA,ATL
-42.0,1919,298.0,3,17,19,581,5,ATL,SNA
-10.0,121,38.0,1,8,8,7,5,ITO,OGG
29.0,214,90.0,7,9,10,118,4,DCA,LGA
34.0,1400,205.0,4,11,15,260,1,IAH,EWR
-5.0,990,155.0,7,6,9,184,4,MDW,MCO
-7.0,449,94.0,12,7,8,179,7,CLT,PHL
-20.0,1590,240.0,9,12,14,581,2,ATL,SLC
-20.0,632,125.0,5,14,17,118,7,FLL,CLT
-3.0,214,66.0,5,11,11,581,1,ATL,BNA
254.0,1744,277.0,3,19,22,578,1,ORD,LAX
-6.0,337,70.0,11,11,13,73,6,BNA,CMH
-21.0,935,160.0,10,7,7,4,3,15370,14107
54.0,479,90.0,7,17,18,214,4,MCO,BHM
-3.0,317,88.0,9,14,15,13,1,MYR,ATL
22.0,719,133.0,11,19,22,578,5,ORD,EWR
58.0,265,84.0,8,18,20,578,1,ORD,CVG
16.0,404,95.0,1,16,17,581,4,ATL,MCO
15.0,214,75.0,6,14,16,73,2,BNA,ATL
27.0,643,117.0,7,13,15,68,2,MCI,IAH
8.0,834,135.0,7,8,10,214,4,MCO,PIT
-3.0,229,65.0,9,18,19,5,3,SJT,DFW
50.0,872,150.0,11,9,11,69,6,AUS,PHX
10.0,1504,209.0,7,7,8,69,5,AUS,SFO
6.0,377,88.0,8,11,12,4,4,ILM,ATL
22.0,925,150.0,8,18,20,185,7,BWI,FLL
5.0,680,124.0,3,6,7,164,7,MSP,DEN
-32.0,733,168.0,1,9,10,229,1,LGA,ORD
-10.0,295,78.0,4,13,14,438,7,DFW,LCH
187.0,374,101.0,2,17,18,13,4,SYR,DTW
17.0,1482,242.0,1,15,17,40,5,SAT,SFO
30.0,1826,314.0,5,19,22,180,4,JFK,ABQ
44.0,1085,192.0,7,11,14,124,2,MIA,EWR
142.0,413,96.0,8,18,19,77,6,IAD,BOS
-2.0,328,80.0,10,16,16,10,5,11057,10693
6.0,298,74.0,3,10,11,2,2,HYS,DEN
34.0,261,64.0,3,19,20,196,2,PHX,PSP
-7.0,373,80.0,5,8,9,366,4,LAX,SMF
-5.0,2475,330.0,5,23,7,366,3,LAX,JFK
-20.0,1062,170.0,7,11,14,118,1,FLL,CLE
45.0,723,110.0,6,19,21,90,1,OAK,GEG
1.0,306,75.0,9,14,16,581,5,ATL,GSO
24.0,237,60.0,5,18,19,86,5,STL,MCI
18.0,772,135.0,6,16,17,16,6,TYS,DFW
-32.0,1199,185.0,1,8,13,378,6,DEN,ATL
-3.0,1590,253.0,11,21,0,581,1,ATL,SLC
68.0,436,101.0,5,15,17,2,2,SUX,ORD
3.0,118,60.0,1,12,12,3,3,MKG,ORD
-12.0,719,140.0,12,8,9,118,3,DCA,STL
61.0,1428,255.0,1,11,14,229,7,LGA,HOU
-1.0,282,76.0,12,15,16,33,2,OMA,MSP
19.0,337,81.0,3,13,14,127,7,PHL,RDU
4.0,1520,216.0,1,9,14,179,6,CLT,STT
26.0,403,96.0,7,15,17,578,5,ORD,MCI
116.0,577,105.0,2,21,23,184,7,MDW,IAD
-9.0,804,128.0,10,13,16,2,2,14570,11292
-16.0,296,80.0,4,20,22,578,6,ORD,CMH
46.0,299,83.0,8,17,19,578,3,ORD,DSM
-10.0,259,77.0,10,11,12,3,3,10994,10397
22.0,369,81.0,10,10,11,8,5,10821,10721
9.0,139,60.0,4,11,12,10,6,MLI,ORD
19.0,292,93.0,2,19,20,229,4,LGA,RIC
-8.0,448,85.0,6,9,12,73,2,BNA,CLE
-8.0,253,71.0,10,6,8,3,4,10781,12266
22.0,1010,157.0,12,10,13,124,3,TPA,LGA
-10.0,748,130.0,2,8,11,73,4,BNA,EWR
37.0,414,101.0,8,11,13,240,2,SFO,LAS
-14.0,1201,199.0,9,17,19,19,4,ORF,IAH
6.0,867,155.0,9,15,18,266,5,LAS,SEA
46.0,386,81.0,7,17,18,10,7,BIS,MSP
-3.0,399,84.0,12,7,8,118,3,DCA,BOS
-3.0,541,98.0,5,17,20,378,3,DEN,TUL
46.0,972,150.0,6,12,13,124,2,TPA,SAT
8.0,651,127.0,5,15,16,181,6,DTW,OMA
45.0,678,127.0,4,21,0,578,1,ORD,PHL
-21.0,280,89.0,3,10,11,127,3,PHL,BOS
16.0,429,97.0,1,14,16,24,4,TUL,IAH
-9.0,235,90.0,1,10,11,181,1,DTW,ORD
24.0,2521,320.0,8,22,7,60,6,SMF,JFK
-18.0,1050,160.0,11,11,13,182,1,SEA,SAN
-6.0,621,110.0,6,10,12,67,1,SJC,PHX
39.0,239,55.0,7,17,18,116,4,HOU,DAL
45.0,184,71.0,11,13,14,229,5,LGA,BOS
15.0,507,106.0,11,8,10,196,5,PHX,SLC
12.0,507,99.0,3,14,16,196,5,PHX,SLC
-5.0,954,169.0,7,7,9,182,5,SEA,LAX
90.0,106,52.0,6,18,19,581,4,ATL,CHA
-9.0,1068,171.0,2,12,14,45,7,RSW,EWR
23.0,868,146.0,6,21,21,438,3,DFW,PHX
-28.0,604,121.0,1,10,13,378,3,DEN,MOT
-19.0,946,164.0,9,14,17,29,2,MEM,EWR
-13.0,328,75.0,9,6,8,52,5,MKE,CLE
72.0,689,140.0,1,22,23,581,5,ATL,IAH
90.0,895,165.0,7,18,19,184,2,MDW,DEN
32.0,762,135.0,12,20,23,581,1,ATL,LGA
47.0,657,113.0,5,19,21,260,7,IAH,BNA
34.0,299,74.0,1,14,15,578,4,ORD,DSM
-14.0,432,99.0,1,12,14,37,5,IND,ATL
32.0,1041,174.0,6,20,23,578,4,ORD,SAT
35.0,280,74.0,3,11,12,127,4,PHL,BOS
23.0,469,101.0,8,15,17,8,4,MFE,DFW
5.0,361,85.0,9,19,21,185,5,BWI,CLT
38.0,528,102.0,11,17,20,164,3,MSP,DTW
-5.0,153,57.0,9,10,11,7,2,GSP,ATL
-2.0,160,57.0,1,8,9,196,5,PHX,YUM
-5.0,1235,202.0,8,8,10,185,7,BWI,IAH
-14.0,332,96.0,9,12,14,29,2,MEM,ATL
-3.0,563,115.0,3,13,15,21,4,ELP,DEN
-2.0,680,137.0,1,13,14,164,4,MSP,DEN
25.0,590,113.0,9,19,22,366,2,LAX,SLC
70.0,996,165.0,7,22,23,378,4,DEN,EUG
115.0,908,158.0,8,15,16,77,1,IAD,MSP
30.0,446,85.0,5,20,22,90,3,OAK,SAN
15.0,691,133.0,4,7,9,10,6,MLI,DFW
98.0,1074,205.0,8,15,19,180,6,JFK,RSW
33.0,253,71.0,6,14,15,12,1,BTR,IAH
-3.0,293,65.0,1,13,14,8,2,LBB,DAL
11.0,480,80.0,3,16,18,60,4,SMF,SAN
-18.0,440,90.0,11,10,13,86,4,STL,DTW
-24.0,987,159.0,11,14,17,182,1,SEA,PSP
12.0,1747,225.0,2,9,16,266,5,LAS,ATL
-8.0,532,98.0,9,6,8,60,2,SMF,SLC
47.0,502,121.0,2,18,20,229,6,LGA,DTW
-14.0,1660,223.0,2,11,17,182,3,SEA,DFW
95.0,408,99.0,3,18,20,22,3,JAN,DFW
40.0,2288,357.0,11,18,21,77,6,IAD,LAX
214.0,711,130.0,10,14,17,11,5,13232,11618
28.0,351,83.0,4,16,18,22,7,JAN,IAH
26.0,137,58.0,3,17,17,15,4,GRR,ORD
17.0,77,46.0,3,14,15,9,4,MRY,SFO
-24.0,1005,184.0,10,15,17,11,3,13204,13930
43.0,649,115.0,6,22,0,378,1,DEN,BOI
-15.0,2311,317.0,9,12,20,366,3,LAX,DCA
92.0,266,77.0,4,18,19,9,3,MRY,LAX
72.0,296,81.0,8,20,22,578,1,ORD,CMH
14.0,541,114.0,9,13,15,179,1,CLT,JFK
-16.0,1547,212.0,10,11,14,47,3,10397,14843
32.0,641,128.0,6,12,14,8,4,VPS,DFW
66.0,1754,271.0,6,18,21,172,1,BOS,DEN
-26.0,1781,243.0,5,13,19,60,6,SMF,ORD
57.0,502,118.0,2,13,15,229,6,LGA,DTW
14.0,759,130.0,5,11,13,214,4,MCO,DCA
-11.0,2556,350.0,9,11,13,366,6,LAX,HNL
-10.0,696,115.0,1,10,13,116,2,HOU,ATL
-10.0,666,120.0,12,8,10,581,3,ATL,PHL
28.0,946,164.0,9,16,20,29,3,MEM,EWR
0.0,335,80.0,7,7,8,124,7,MIA,JAX
-2.0,220,70.0,10,14,16,2,5,12391,10821
47.0,1199,196.0,6,19,20,581,3,ATL,DEN
-22.0,868,152.0,11,11,14,196,7,PHX,DFW
115.0,925,160.0,6,11,13,578,7,ORD,IAH
73.0,1107,165.0,12,13,17,68,1,MCI,LGA
-14.0,187,73.0,7,5,6,172,4,BOS,JFK
-7.0,748,135.0,10,16,19,2,4,11603,12892
38.0,577,113.0,11,19,21,581,7,ATL,BWI
-23.0,1009,161.0,8,12,17,196,6,PHX,IAH
34.0,1182,170.0,11,17,21,60,4,MSY,JFK
56.0,989,170.0,4,14,16,438,1,DFW,SLC
43.0,323,76.0,7,21,23,578,2,ORD,LEX
5.0,481,100.0,4,11,13,1,4,DIK,MSP
38.0,733,158.0,7,11,12,229,5,LGA,ORD
36.0,305,66.0,4,17,19,260,1,IAH,MSY
37.0,1407,225.0,5,19,22,185,4,BWI,SAT
87.0,462,93.0,2,20,21,240,5,SFO,RDM
-7.0,419,88.0,3,11,13,61,2,CLE,LGA
106.0,1024,173.0,2,17,19,378,6,DEN,SEA
10.0,814,135.0,8,10,12,124,6,TPA,DCA
30.0,740,135.0,5,20,23,578,1,ORD,JFK
-4.0,229,58.0,1,12,13,5,7,SJT,DFW
170.0,409,92.0,12,20,22,578,2,ORD,BNA
22.0,622,111.0,2,18,21,578,5,ORD,BWI
-20.0,599,131.0,11,11,12,179,6,CLT,ORD
4.0,1542,223.0,5,9,12,67,3,PDX,ANC
-14.0,752,134.0,6,11,13,378,4,DEN,FCA
-15.0,1399,193.0,10,15,21,17,1,14747,13487
28.0,946,152.0,12,19,21,581,3,ATL,BOS
-1.0,612,126.0,12,10,11,118,5,DCA,ORD
32.0,337,85.0,8,10,12,90,2,OAK,LAX
42.0,2554,355.0,7,18,21,214,3,MCO,SEA
72.0,649,125.0,2,21,23,378,1,DEN,BOI
-17.0,2677,371.0,10,19,22,17,6,14747,12173
30.0,606,131.0,7,20,22,581,7,ATL,ORD
44.0,1372,226.0,7,18,21,217,3,EWR,DFW
47.0,570,95.0,6,20,21,116,1,HOU,BHM
-12.0,577,110.0,12,16,18,581,3,ATL,BWI
27.0,812,147.0,6,16,17,36,5,CVG,DFW
19.0,173,52.0,1,20,21,578,2,ORD,GRB
-17.0,328,80.0,8,14,15,438,1,DFW,ICT
38.0,419,102.0,2,18,19,61,3,CLE,LGA
-7.0,386,80.0,7,7,9,266,1,LAS,SJC
-4.0,399,79.0,12,21,23,182,4,SEA,BOI
-8.0,550,116.0,1,7,9,67,6,PDX,SFO
-5.0,187,50.0,1,10,10,7,7,CRP,HOU
-8.0,460,96.0,10,21,23,22,1,11298,13198
114.0,528,100.0,6,22,23,185,5,BWI,GRR
-20.0,1399,190.0,3,15,20,182,2,SEA,MSP
53.0,1076,168.0,5,21,0,229,5,LGA,FLL
1.0,1399,195.0,11,13,18,182,3,SEA,MSP
37.0,280,94.0,5,18,19,127,1,PHL,BOS
-13.0,469,102.0,6,9,10,8,4,MFE,DFW
-18.0,2486,347.0,2,18,21,366,7,LAX,OGG
-5.0,731,139.0,8,10,11,581,3,ATL,DFW
11.0,695,134.0,11,17,19,164,7,MSP,BNA
61.0,236,73.0,8,19,21,266,3,LAS,LAX
37.0,834,135.0,5,21,23,214,5,MCO,PIT
-5.0,937,150.0,9,15,18,116,5,HOU,MDW
28.0,420,82.0,5,19,22,378,3,DEN,ICT
-13.0,507,101.0,9,16,18,179,1,CLT,TPA
16.0,862,135.0,12,19,22,366,2,LAX,DEN
32.0,990,150.0,2,18,21,184,7,MDW,MCO
29.0,528,101.0,8,22,23,581,7,ATL,CAK
-10.0,867,140.0,11,17,21,578,7,ORD,BOS
10.0,697,120.0,3,17,19,182,4,SEA,SJC
18.0,1005,156.0,6,11,14,578,1,ORD,MCO
2.0,605,102.0,8,11,13,60,6,SMF,SEA
10.0,606,120.0,4,11,12,581,4,ATL,ORD
-16.0,1919,302.0,2,9,11,581,7,ATL,SNA
20.0,366,76.0,6,22,23,179,3,CLT,PIT
-1.0,1303,182.0,11,8,12,438,1,DFW,PHL
-7.0,308,80.0,8,16,17,67,1,SJC,LAX
-16.0,184,74.0,6,6,7,172,3,BOS,LGA
74.0,1167,175.0,7,19,23,184,5,MDW,FLL
-19.0,1999,300.0,8,8,10,185,4,BWI,PHX
24.0,282,69.0,5,17,18,164,7,MSP,OMA
16.0,867,141.0,7,22,0,266,1,LAS,SEA
21.0,526,109.0,10,13,15,2,4,14122,10397
-8.0,261,68.0,12,15,17,15,5,PSP,PHX
26.0,1436,185.0,12,11,16,378,1,DEN,RDU
-11.0,223,65.0,5,14,15,266,1,LAS,BUR
12.0,964,166.0,8,9,11,124,1,MIA,IAH
114.0,224,77.0,12,17,19,260,4,IAH,DFW
14.0,383,78.0,3,12,14,438,5,DFW,BTR
76.0,1184,175.0,4,15,18,120,1,DAL,DCA
-5.0,951,170.0,9,10,12,127,5,PHL,PBI
-7.0,862,149.0,10,11,13,21,5,12266,11292
5.0,601,100.0,12,13,16,22,4,RNO,PHX
33.0,1911,290.0,12,17,20,60,5,MSY,SFO
61.0,817,136.0,3,20,22,32,4,BUR,PDX
44.0,354,84.0,5,8,9,13,7,LGB,SFO
15.0,1250,187.0,12,13,17,121,6,SLC,ORD
24.0,762,149.0,6,13,15,229,1,LGA,ATL
16.0,1197,190.0,10,7,11,40,4,13930,13303
33.0,725,120.0,7,11,14,184,5,MDW,LGA
7.0,2486,345.0,2,11,15,366,3,LAX,OGG
-24.0,760,144.0,5,9,12,581,3,ATL,JFK
-7.0,74,45.0,9,12,13,181,6,DTW,LAN
-13.0,821,139.0,6,12,15,33,3,OMA,ATL
101.0,1381,220.0,6,18,21,229,5,LGA,DAL
-21.0,304,72.0,11,23,0,581,2,ATL,LEX
217.0,184,85.0,7,17,18,229,4,LGA,BOS
43.0,1076,194.0,5,19,22,229,2,LGA,FLL
-4.0,447,97.0,2,18,20,581,7,ATL,CMH
12.0,1979,300.0,7,8,10,181,1,DTW,LAX
-22.0,803,144.0,10,19,20,47,4,10397,11982
72.0,1020,184.0,6,18,20,229,7,LGA,MSP
151.0,925,133.0,2,8,11,438,4,DFW,SAV
-14.0,373,85.0,2,5,7,60,5,SMF,LAX
28.0,775,120.0,4,15,18,378,4,DEN,AUS
166.0,977,140.0,3,20,0,378,2,DEN,IND
-16.0,356,100.0,4,7,8,48,7,RDU,ATL
-13.0,1749,292.0,1,8,10,181,2,DTW,LAS
19.0,588,106.0,9,18,18,121,6,SLC,LGB
0.0,453,106.0,11,17,18,127,4,PHL,DTW
19.0,1145,188.0,4,18,22,124,1,MIA,DTW
-7.0,895,140.0,7,9,12,378,3,DEN,MDW
21.0,163,44.0,8,15,16,17,1,KOA,HNL
15.0,696,115.0,4,12,15,116,1,HOU,ATL
-2.0,1814,265.0,7,18,19,34,6,PIT,PHX
20.0,646,130.0,6,17,18,48,6,RDU,ORD
23.0,235,81.0,7,8,8,181,7,DTW,ORD
1.0,547,95.0,11,22,23,581,7,ATL,DCA
21.0,1381,200.0,7,13,17,120,3,DAL,LGA
185.0,944,148.0,3,20,23,214,5,MCO,JFK
16.0,370,88.0,12,12,15,366,2,LAX,PHX
2.0,601,116.0,4,9,10,121,7,SLC,TUS
-22.0,316,77.0,8,9,10,260,3,IAH,MFE
-6.0,1671,249.0,8,21,22,181,2,DTW,PHX
34.0,846,139.0,2,21,22,378,6,DEN,SNA
-4.0,624,114.0,2,13,15,2,6,GTF,DEN
31.0,1020,145.0,6,19,23,196,1,PHX,HOU
-15.0,1008,184.0,10,7,10,10,7,11618,13487
-22.0,1969,313.0,3,17,20,217,5,EWR,SLC
-9.0,1303,198.0,8,6,10,438,1,DFW,PHL
15.0,1947,254.0,12,13,20,366,3,LAX,ATL
-10.0,361,87.0,9,19,20,185,5,BWI,CLT
-12.0,145,50.0,1,16,16,581,5,ATL,ABY
-9.0,109,58.0,8,9,10,120,7,SAN,LAX
29.0,280,74.0,10,13,14,15,1,14100,10721
63.0,262,70.0,7,12,13,5,1,SBA,SFO
-1.0,390,75.0,1,17,18,60,5,SMF,ONT
4.0,280,99.0,1,13,15,172,5,BOS,PHL
-10.0,1916,304.0,3,8,10,179,4,CLT,LAS
11.0,364,92.0,4,16,17,6,2,SGF,DFW
123.0,2288,346.0,11,9,12,77,2,IAD,LAX
-16.0,493,98.0,11,17,19,28,3,ABQ,SLC
-15.0,237,76.0,11,19,20,181,5,DTW,MKE
62.0,1105,164.0,7,10,14,69,6,AUS,FLL
3.0,1091,157.0,3,15,19,260,2,IAH,CLE
-4.0,350,80.0,11,10,10,581,5,ATL,EVV
-10.0,926,148.0,7,13,17,121,7,SLC,TUL
-18.0,328,79.0,6,13,14,179,6,CLT,JAX
-5.0,371,90.0,2,6,7,90,2,OAK,SNA
5.0,1532,224.0,7,21,23,164,4,MSP,SAN
108.0,1501,225.0,3,5,10,164,2,MSP,MIA
56.0,409,104.0,1,19,20,73,5,BNA,ORD
27.0,1947,255.0,6,23,7,366,3,LAX,ATL
26.0,184,69.0,12,21,23,229,2,LGA,BOS
15.0,694,125.0,5,14,15,581,2,ATL,CID
-4.0,907,161.0,7,19,21,581,1,ATL,MSP
22.0,447,95.0,6,14,16,60,1,MSY,DFW
32.0,67,47.0,2,10,11,578,2,ORD,MKE
16.0,819,140.0,4,6,9,29,5,ONT,DEN
-4.0,329,83.0,5,6,7,3,1,MFR,SFO
6.0,944,179.0,8,17,20,214,7,MCO,JFK
48.0,680,115.0,6,17,19,378,5,DEN,MSP
153.0,817,141.0,12,15,17,32,6,BUR,PDX
-23.0,1182,199.0,6,8,10,118,1,FLL,ORD
19.0,861,135.0,6,18,21,184,2,MDW,BOS
44.0,2446,380.0,3,17,20,180,3,JFK,SAN
1.0,759,136.0,9,10,12,118,4,DCA,MCO
25.0,342,75.0,5,8,9,67,1,SJC,SNA
167.0,998,165.0,6,20,22,185,2,BWI,MSY
19.0,397,90.0,2,18,20,266,4,LAS,SMF
26.0,674,103.0,3,19,22,60,5,MSY,FLL
39.0,337,75.0,7,18,20,90,1,OAK,LAX
21.0,620,124.0,12,14,16,5,1,PSC,SFO
23.0,1846,245.0,8,22,4,240,2,SFO,ORD
19.0,936,139.0,3,12,15,438,5,DFW,CLT
25.0,692,125.0,7,21,22,581,1,ATL,MCI
42.0,1197,189.0,8,8,11,172,4,BOS,PBI
7.0,1739,270.0,5,10,13,578,5,ORD,PDX
-9.0,696,115.0,10,20,23,10,2,12191,10397
-16.0,1182,199.0,4,18,23,578,5,ORD,FLL
37.0,342,75.0,12,15,16,60,7,SNA,SJC
-9.0,177,53.0,2,6,8,578,3,ORD,IND
20.0,772,146.0,5,19,20,16,4,TYS,DFW
8.0,1747,275.0,10,22,23,47,1,10397,12889
52.0,948,156.0,8,15,16,378,1,DEN,SJC
80.0,955,167.0,3,17,18,77,4,IAD,MSY
0.0,397,75.0,3,15,16,60,5,SMF,LAS
-17.0,655,120.0,10,7,9,1,5,13931,13204
47.0,363,88.0,2,20,21,29,2,ONT,SFO
-9.0,2402,304.0,10,15,23,17,3,14747,11618
16.0,1096,206.0,4,9,12,229,3,LGA,MIA
-6.0,236,70.0,8,14,15,366,1,LAX,LAS
63.0,584,114.0,3,19,21,578,7,ORD,BHM
-9.0,867,141.0,4,13,16,182,3,SEA,LAS
-11.0,721,150.0,1,20,22,581,7,ATL,DAL
15.0,201,67.0,2,11,12,7,1,LFT,IAH
-5.0,223,65.0,8,16,17,266,1,LAS,BUR
23.0,1222,199.0,4,21,22,260,3,IAH,LAS
-7.0,937,174.0,4,14,17,217,3,EWR,MCO
55.0,733,131.0,8,17,21,578,3,ORD,LGA
-11.0,372,85.0,8,10,11,240,1,SFO,SNA
62.0,956,163.0,6,17,18,60,2,PBI,IAH
32.0,1076,172.0,7,21,0,229,1,LGA,FLL
-13.0,190,66.0,4,10,11,438,6,DFW,AUS
-42.0,859,175.0,1,5,8,24,5,BDL,ATL
-23.0,862,143.0,5,10,13,366,1,LAX,DEN
19.0,462,99.0,6,12,14,5,4,FSD,ORD
133.0,1024,150.0,7,19,23,182,6,SEA,DEN
104.0,2486,311.0,8,11,20,29,2,OGG,LAX
35.0,2475,321.0,3,22,6,366,7,LAX,JFK
-19.0,1916,250.0,12,11,18,266,3,LAS,CLT
441.0,1438,214.0,10,11,17,4,2,14831,11298
-13.0,522,118.0,2,10,11,22,5,BOI,SFO
-5.0,740,124.0,11,10,13,578,2,ORD,JFK
188.0,266,73.0,3,21,22,217,4,EWR,BTV
36.0,725,165.0,1,15,17,229,1,LGA,MDW
60.0,888,140.0,4,14,17,378,4,DEN,ORD
-2.0,1180,165.0,1,9,13,30,1,OKC,BWI
-4.0,544,119.0,5,13,14,229,2,LGA,CLT
5.0,853,166.0,9,12,15,14,2,ALB,ATL
22.0,1846,283.0,9,20,22,578,4,ORD,SFO
171.0,212,63.0,2,20,21,578,1,ORD,CWA
279.0,1721,240.0,12,23,5,182,2,SEA,ORD
73.0,1076,198.0,1,15,18,229,5,LGA,FLL
39.0,239,60.0,12,7,8,116,7,HOU,DAL
20.0,500,97.0,5,21,21,581,5,ATL,AEX
14.0,731,141.0,6,12,15,438,2,DFW,ATL
-4.0,102,37.0,5,21,22,68,2,HNL,LIH
-4.0,68,37.0,1,16,16,40,2,SJU,STT
-8.0,632,105.0,6,6,9,184,2,MDW,RDU
-3.0,270,63.0,5,8,9,581,7,ATL,JAX
-14.0,620,117.0,4,15,17,581,2,ATL,MDT
-40.0,1416,262.0,4,8,12,229,5,LGA,IAH
-5.0,413,96.0,8,17,19,77,3,IAD,BOS
0.0,409,106.0,4,6,8,73,7,BNA,ORD
-12.0,1616,220.0,12,9,15,67,1,PDX,DFW
8.0,929,159.0,8,11,13,124,4,TPA,DFW
25.0,201,58.0,9,15,16,260,4,IAH,LFT
27.0,654,114.0,5,21,0,578,5,ORD,ABE
65.0,837,152.0,11,6,8,60,3,MSY,ORD
-13.0,150,45.0,12,7,7,2,2,PIH,SLC
-14.0,563,119.0,1,16,18,21,1,ELP,DEN
17.0,837,152.0,3,17,19,60,2,MSY,ORD
-13.0,447,93.0,6,13,15,438,6,DFW,MSY
56.0,794,120.0,10,19,22,26,5,11292,14683
26.0,1744,245.0,7,8,14,366,2,LAX,ORD
-13.0,414,100.0,10,8,9,15,2,14771,12889
5.0,456,94.0,7,12,13,8,1,LBB,DEN
95.0,406,90.0,3,8,10,581,5,ATL,TPA
34.0,888,138.0,11,18,21,378,5,DEN,ORD
-17.0,1075,174.0,7,7,9,181,1,DTW,IAH
79.0,326,80.0,4,14,15,240,2,SFO,BUR
-5.0,1562,239.0,7,7,10,172,4,BOS,DFW
24.0,399,87.0,12,19,20,118,3,DCA,BOS
-11.0,606,120.0,4,15,18,578,7,ORD,ATL
-16.0,1306,203.0,3,18,20,124,3,TPA,MSP
96.0,802,141.0,5,20,22,578,2,ORD,DFW
20.0,594,119.0,11,19,20,124,6,MIA,ATL
0.0,511,101.0,5,6,8,29,6,MEM,CLT
56.0,405,85.0,3,19,20,184,5,MDW,MCI
112.0,2556,326.0,3,21,5,68,7,HNL,LAX
59.0,292,82.0,1,10,11,27,5,RIC,LGA
-5.0,523,90.0,9,20,23,184,6,MDW,ROC
38.0,2296,296.0,6,22,6,240,1,SFO,CLT
21.0,163,45.0,11,17,18,17,6,KOA,HNL
20.0,588,116.0,7,19,21,578,7,ORD,ICT
51.0,301,86.0,1,21,23,180,5,JFK,BUF
-21.0,1460,205.0,10,11,16,14,1,14107,13342
1.0,74,41.0,9,14,15,260,4,IAH,CLL
187.0,228,98.0,7,17,19,180,4,JFK,IAD
-15.0,925,151.0,6,15,18,438,5,DFW,SAV
-17.0,814,135.0,9,9,12,124,1,TPA,DCA
148.0,834,135.0,2,14,16,214,7,MCO,PIT
-23.0,2139,335.0,2,8,11,581,2,ATL,SFO
23.0,480,85.0,7,13,14,120,6,SAN,SMF
-4.0,602,111.0,4,18,19,378,1,DEN,PHX
92.0,2785,387.0,6,15,19,578,3,ORD,FAI
-3.0,349,85.0,6,11,12,164,7,MSP,MDW
-20.0,356,83.0,10,17,18,47,7,10397,14492
28.0,2398,311.0,12,7,14,68,1,HNL,SFO
23.0,1208,206.0,10,15,17,9,5,11278,12266
38.0,570,90.0,1,18,20,116,4,HOU,BHM
111.0,570,100.0,6,21,22,184,7,MDW,BHM
2.0,689,115.0,3,11,14,182,6,SEA,SLC
1.0,342,75.0,8,8,9,67,5,SJC,SNA
-5.0,1440,232.0,9,19,21,578,5,ORD,PHX
15.0,588,112.0,1,10,12,16,1,ICT,ORD
76.0,325,67.0,6,22,23,196,4,PHX,ONT
24.0,1262,175.0,9,9,14,196,6,PHX,STL
15.0,2079,317.0,12,12,14,181,7,DTW,SFO
-10.0,594,125.0,6,19,21,124,7,MIA,ATL
22.0,1671,267.0,2,17,20,181,6,DTW,PHX
-14.0,1044,170.0,4,19,20,68,5,MCI,PHX
-8.0,134,57.0,4,16,17,14,6,BHM,ATL
30.0,1199,165.0,12,18,23,378,5,DEN,ATL
33.0,1325,214.0,7,12,17,260,3,IAH,PHL
135.0,240,74.0,5,18,20,578,3,ORD,DAY
-10.0,404,95.0,9,16,18,581,3,ATL,MCO
125.0,283,75.0,7,20,21,185,3,BWI,BDL
15.0,1201,170.0,12,9,14,378,2,DEN,CLE
55.0,119,46.0,10,14,15,1,5,11695,14107
17.0,1912,245.0,10,15,22,14,5,14107,10792
21.0,1012,167.0,1,11,13,124,4,TPA,ORD
91.0,867,141.0,8,19,22,266,7,LAS,SEA
2.0,508,97.0,10,12,14,47,1,10397,14098
20.0,1235,187.0,7,18,20,185,7,BWI,IAH
-4.0,1399,193.0,8,13,18,182,1,SEA,MSP
-22.0,1117,199.0,11,7,9,34,6,PIT,IAH
3.0,257,74.0,12,14,15,27,4,RIC,CLT
-25.0,250,74.0,7,5,6,2,5,ACV,SFO
22.0,74,42.0,7,10,11,2,1,LAN,DTW
-7.0,672,125.0,8,6,8,182,5,SEA,OAK
-14.0,1849,250.0,5,11,18,196,1,PHX,MCO
2.0,216,54.0,12,16,16,68,2,HNL,ITO
85.0,456,86.0,6,14,16,5,1,LBE,MYR
26.0,2475,388.0,12,21,0,180,6,JFK,LAX
-4.0,224,79.0,6,16,17,260,6,IAH,DFW
-21.0,867,174.0,9,9,10,172,6,BOS,ORD
128.0,719,134.0,2,12,15,578,4,ORD,EWR
-7.0,853,137.0,9,11,12,378,5,DEN,SAN
18.0,740,174.0,4,17,18,180,5,JFK,ORD
